CODE,TAXONOMIC,common_name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Habitat-Biology,Trophic_Level,pel,dem,hab
633010000,CAMALLANIDAE,,,,,,,,,,,,,
617070000,CAMPANULARIDAE,,,,,,,,,,,,,
140010200,CAMPOSTOMA,stonerollers,,,,,,,,,,,,
140010201,CAMPOSTOMA ANOMALUM,central stoneroller,,,,,,,,,,,,
228110000,CAMPYLONOTIDAE,,,,,,,,,,,,,
228110100,CAMPYLONOTUS,,,,,,,,,,,,,
308150100,CANCELLARIA,,,,,,,,,,,,,
308150101,CANCELLARIA RETICULATA,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Cancellaria,reticulata,"benthic; carnivore (includes scavengers); offshore banks in northern Gulf of Mexico; soft substrate (muds, sands, clays)",,,,
308150000,CANCELLARIDAE,,,,,,,,,,,,,
229052100,CANCELLUS,,,,,,,,,,,,,
229052101,CANCELLUS SPONGICOLA,,,,,,,,,,,,,
229090100,CANCER,,,,,,,,,,,,,
229090101,CANCER BOREALIS,Jonah crab,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,borealis,benthic; soft substrate; loose rubble or coral fragments; molluscan and other shells or shell hash,,,,
229090102,CANCER IRRORATUS,Atlantic rock crab,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,irroratus,benthic; soft substrate; loose rubble or coral fragments; molluscan and other shells or shell hash,,,,
229090000,CANCRIDAE,rock crabs,,,,,,,,,,,,
308040500,CANTHARUS,,,,,,,,,,,,,
308040502,CANTHARUS CANCELLARIUS,cancellate cantharus,,,,,,,,,,,,
308040503,CANTHARUS TINCTUS,,,,,,,,,,,,,
189040100,CANTHERHINES,,,,,,,,,,,,,
189040101,CANTHERHINES MACROCERUS,whitespotted filefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Cantherhines,macrocerus,demersal; coral reef,3,,d,d
189040102,CANTHERHINES PULLUS,orangespotted filefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Cantherhines,pullus,demersal; coral reef,2.6,,d,d
189030400,CANTHIDERMIS,,,,,,,,,,,,,
189030401,CANTHIDERMIS MACULATUS,,,,,,,,,,,,,
189030402,CANTHIDERMIS SUFFLAMEN,ocean triggerfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Canthidermis,sufflamen,pelagic; outer continental shelf,3.2,p,,p
189080100,CANTHIGASTER,sharpnosed puffers,,,,,,,,,,,,
189080101,CANTHIGASTER ROSTRATUS,,,,,,,,,,,,,
626100000,CAPASALIDAE,,,,,,,,,,,,,
319390100,CAPELLINIA,,,,,,,,,,,,,
319390101,CAPELLINIA CONICIA,,,,,,,,,,,,,
650120000,CAPITELLIDAE,,,,,,,,,,,,,
989020000,CAPRIFOLIACEAE,ch�vrefeuilles,,,,,,,,,,,,
573000000,CAPRIMULGIFORMES,,,,,,,,,,,,,
334070000,CAPRINIDAE,,,,,,,,,,,,,
162030000,CAPROIDAE,boarfishes,,,,,,,,,,,,
334060000,CAPRONTINIDAE,,,,,,,,,,,,,
796020000,CAPSOSIRACEAE,,,,,,,,,,,,,
307630000,CAPULIDAE,,,,,,,,,,,,,
307630100,CAPULUS,,,,,,,,,,,,,
307630102,CAPULUS GALEUS,,,,,,,,,,,,,
307630101,CAPULUS INCURVATUS,,,,,,,,,,,,,
307630103,CAPULUS UNGARICUS,fools capsnail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Capulus,ungaricus,benthic; suspension feeder,,,,
328043800,CARA,,,,,,,,,,,,,
170110000,CARANGIDAE,jacks,,,,,,,,,,,,
170110800,CARANX,bigeye jacks,,,,,,,,,,,,
170110801,CARANX BARTHOLOMAEI,yellow jack,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,bartholomaei,neritic; coral reef,,,,
170110802,CARANX CABALLUS,green jack,,,,,,,,,,,,
170110803,CARANX CRYSOS,blue runner,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,crysos,neritic; outer continental shelf,4.4,,,
170110804,CARANX HIPPOS,crevalle jack,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,hippos,neritic; coastal surface and epipelagic; outer continental shelf,3.5,p,,p
170110805,CARANX LATUS,horse-eye jack,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,latus,neritic; coastal surface and epipelagic; outer continental shelf,4.4,p,,p
170110806,CARANX LUGUBRIS,black jack,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,lugubris,neritic; outer continental shelf; oceanic surface and epipelagic,4.5,p,,p
170110807,CARANX RUBER,bar jack,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,ruber,neritic; outer continental shelf; coral reef,4.4,,,
171020000,CARAPIDAE,pearlfishes,,,,,,,,,,,,
171020100,CARAPUS,pearlfishes,,,,,,,,,,,,
171020101,CARAPUS BERMUDENSIS,Atlantic pearlfish,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,Carapus,bermudensis,demersal; epibiotic; sym,3.8,,d,d
108020000,CARCHARHINIDAE,requiem sharks,,,,,,,,,,,,
108000000,CARCHARHINIFORMES,ground sharks,,,,,,,,,,,,
108020200,CARCHARHINUS,gray sharks,,,,,,,,,,,,
108020201,CARCHARHINUS ACRONOTUS,blacknose shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,acronotus,coastal surface and epipelagic,4.2,p,,p
108020212,CARCHARHINUS ALTIMUS,bignose shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,altimus,coastal surface and epipelagic,4.5,p,,p
108020203,CARCHARHINUS BRACHYURUS,bronze whaler,,,,,,,,,,,,
108020207,CARCHARHINUS BREVIPINNA,spinner shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,brevipinna,coastal surface and epipelagic,4.2,p,,p
108020202,CARCHARHINUS FALCIFORMIS,silky shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,falciformis,oceanic surface and epipelagic,4.5,p,,p
108020213,CARCHARHINUS GALAPAGENSIS,Galapagos shark,,,,,,,,,,,,
108020215,CARCHARHINUS ISODON,finetooth shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,isodon,coastal surface and epipelagic,4.2,p,,p
108020204,CARCHARHINUS LEUCAS,bull shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,leucas,coastal surface and epipelagic,4.3,p,,p
108020205,CARCHARHINUS LIMBATUS,blacktip shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,coastal surface and epipelagic; oceanic surface and epipelagic,4.2,p,,p
108020206,CARCHARHINUS LONGIMANUS,oceanic whitetip shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,longimanus,coastal surface and epipelagic; oceanic surface and epipelagic,4.2,p,,p
108020209,CARCHARHINUS OBSCURUS,dusky shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,obscurus,coastal surface and epipelagic,4.5,p,,p
108020211,CARCHARHINUS PEREZI,,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,perezi,coastal surface and epipelagic,,p,,p
108020208,CARCHARHINUS PLUMBEUS,sandbar shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,plumbeus,coastal surface and epipelagic,4.5,p,,p
108020210,CARCHARHINUS POROSUS,smalltail shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,porosus,coastal surface and epipelagic,4.1,p,,p
108020214,CARCHARHINUS SIGNATUS,night shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,signatus,coastal surface and epipelagic; oceanic surface and epipelagic,4.5,p,,p
107110100,CARCHARODON,,,,,,,,,,,,,
107110101,CARCHARODON CARCHARIAS,great white shark,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Carcharodon,carcharias,oceanic surface and epipelagic,4.5,p,,p
229110300,CARCINIDES,,,,,,,,,,,,,
335290000,CARDIIDAE,,,,,,,,,,,,,
335370100,CARDILIA,,,,,,,,,,,,,
335370000,CARDILIIDAE,,,,,,,,,,,,,
335280000,CARDINIIDAE,,,,,,,,,,,,,
335200100,CARDIOCARDITA,,,,,,,,,,,,,
326020000,CARDIOLIDAE,,,,,,,,,,,,,
339030200,CARDIOMYA,,,,,,,,,,,,,
339030201,CARDIOMYA COSTELLATA,little-ribbed cardiomya,Animalia,Mollusca,Bivalvia,Pholadomyoida,Cuspidariidae,Cardiomya,costellata,"benthic; infaunal; soft substrate (muds, sands, clays)",,,,
339030202,CARDIOMYA ORNATISSMA,,,,,,,,,,,,,
339030203,CARDIOMYA PERROSTRATA,rostrate cardiomya,Animalia,Mollusca,Bivalvia,Pholadomyoida,Cuspidariidae,Cardiomya,perrostrata,benthic; infaunal,,,,
229290100,CARDISOMA,,,,,,,,,,,,,
335200200,CARDITA,,,,,,,,,,,,,
335200202,CARDITA FLORIDANA,,,,,,,,,,,,,
335200203,CARDITA GRACILIS,,,,,,,,,,,,,
335200300,CARDITELLA,,,,,,,,,,,,,
335200400,CARDITELLONA,,,,,,,,,,,,,
335200000,CARDITIDAE,,,,,,,,,,,,,
335240100,CARDITOPSIS,,,,,,,,,,,,,
335240102,CARDITOPSIS BERNARDI,bernard condylclam,,,,,,,,,,,,
335240101,CARDITOPSIS SMITHII,tiny condylclam,Animalia,Mollusca,Bivalvia,Veneroida,Condylocardiidae,Carditopsis,smithii,benthic; infaunal; mangrove swamp,,,,
335290500,CARDIUM,,,,,,,,,,,,,
168050100,CAREPROCTUS,,,,,,,,,,,,,
168050101,CAREPROCTUS LONGIPINNIS,longfin snailfish,,,,,,,,,,,,
168050102,CAREPROCTUS REINHARDI,,,,,,,,,,,,,
531070200,CARETTA,Loggerhead Sea Turtles,,,,,,,,,,,,
531070201,CARETTA CARETTA,Loggerhead,Animalia,Chordata,Sauropsida,Testudines,Cheloniidae,Caretta,caretta,neritic; threatened or endangered,,,,
228250000,CARIDEA,,,,,,,,,,,,,
228040200,CARIDINA,,,,,,,,,,,,,
307740100,CARINARIA,,,,,,,,,,,,,
307740101,CARINARIA LAMARCKI,,,,,,,,,,,,,
307740102,CARINARIA PLACENTA,,,,,,,,,,,,,
307740000,CARINARIIDAE,,,,,,,,,,,,,
170680000,CARISTIIDAE,manefishes,,,,,,,,,,,,
170680100,CARISTIUS,,,,,,,,,,,,,
170680101,CARISTIUS JAPONICUS,,,,,,,,,,,,,
404000000,CARNIVORA,carnivores,,,,,,,,,,,,
229101100,CARPILIUS,,,,,,,,,,,,,
229101101,CARPILIUS CORALLINUS,batwing coral crab,Animalia,Arthropoda,Malacostraca,Decapoda,Carpiliidae,Carpilius,corallinus,benthic; hard substrate; loose rubble or coral fragments,,,,
140020100,CARPIODES,carpsuckers,,,,,,,,,,,,
140020101,CARPIODES CARPIO,river carpsucker,,,,,,,,,,,,
229101500,CARPOPORUS,,,,,,,,,,,,,
229101501,CARPOPORUS PAPULOSUS,narrowfront rubble crab,,,,,,,,,,,,
616040000,CARYBDEIDAE,,,,,,,,,,,,,
331050000,CARYDIIDAE,,,,,,,,,,,,,
348140700,CARYNOTHEUTHIS,,,,,,,,,,,,,
348140701,CARYNOTHEUTHIS OCEANICA,,,,,,,,,,,,,
630080000,CARYOPHYLLAEIDAE,,,,,,,,,,,,,
619100300,CARYOPHYLLIA,,,,,,,,,,,,,
619100301,CARYOPHYLLIA BERTERIANA,,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,berteriana,benthic; azooxanthellate; hard substrate; slope (200–3000 m),,,,
619100302,CARYOPHYLLIA CLAVUS,,,,,,,,,,,,,
307770300,CASMARIA,,,,,,,,,,,,,
307770301,CASMARIA ATLANTICA,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Casmaria,atlantica,benthic; carnivore (includes scavengers),,,,
330090000,CASSIANELLIDAE,,,,,,,,,,,,,
307770000,CASSIDIDAE,,,,,,,,,,,,,
618040100,CASSIOPEA,,,,,,,,,,,,,
618040101,CASSIOPEA XAMACHAMA,,,,,,,,,,,,,
307770100,CASSIS,,,,,,,,,,,,,
307770101,CASSIS FLAMMEA,flame helmet,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Cassis,flammea,"benthic; carnivore (includes scavengers); soft substrate (muds, sands, clays); seagrass",,,,
307770103,CASSIS GRANULOSA,,,,,,,,,,,,,
307770102,CASSIS MADAGASCARIENSIS,cameo helmet,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Cassis,madagascariensis,"benthic; carnivore (includes scavengers); soft substrate (muds, sands, clays); seagrass",,,,
307770104,CASSIS TUBEROSA,Caribbean helmet,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Cassis,tuberosa,"benthic; carnivore (includes scavengers); soft substrate (muds, sands, clays); seagrass",,,,
332120100,CASTALIELLA,,,,,,,,,,,,,
554000000,CASUARIIFORMES,,,,,,,,,,,,,
171030100,CATAETYX,,,,,,,,,,,,,
171030101,CATAETYX LATICEPS,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,Cataetyx,laticeps,benthic; abyssal,3.8,,,
229052000,CATAPAGUROIDES,,,,,,,,,,,,,
229052002,CATAPAGUROIDES MICROPS,,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Catapaguroides,microps,benthic; slope; deep sea,,,,
229052001,CATAPAGUROIDES SHARRERI,,,,,,,,,,,,,
330234500,CATILLOPECTEN,,,,,,,,,,,,,
140020000,CATOSTOMIDAE,suckers,,,,,,,,,,,,
319410100,CATRIONA,,,,,,,,,,,,,
319410101,CATRIONA MAUA,,,,,,,,,,,,,
503000000,CAUDATA,Salamanders,,,,,,,,,,,,
689070100,CAUDINA,,,,,,,,,,,,,
689070101,CAUDINA ARENATA,,,,,,,,,,,,,
717020000,CAULERPACEAE,,,,,,,,,,,,,
170070100,CAULOLATILUS,,,,,,,,,,,,,
170070104,CAULOLATILUS CHRYSOPS,goldface tilefish,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,chrysops,"demersal; soft substrate (muds, sands, clays)",,,d,d
170070101,CAULOLATILUS CYANOPS,blackline tilefish,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,cyanops,"demersal; soft substrate (muds, sands, clays); slope",4,,d,d
170070102,CAULOLATILUS INTERMEDIUS,anchor tilefish,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,intermedius,"demersal; soft substrate (muds, sands, clays); slope",3.8,,d,d
170070103,CAULOLATILUS MICROPS,blueline tilefish,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,microps,"demersal; soft substrate (muds, sands, clays)",3.8,,d,d
195140100,CAULOPHRYNE,,,,,,,,,,,,,
195140101,CAULOPHRYNE JORDANI,fanfin angler,,,,,,,,,,,,
195140000,CAULOPHRYNIDAE,deepsea anglerfishes,,,,,,,,,,,,
314020100,CAVOLINA,,,,,,,,,,,,,
314020101,CAVOLINA GIBBOSA,,,,,,,,,,,,,
314020102,CAVOLINA LONGIROSTRIS,,,,,,,,,,,,,
314020105,CAVOLINA QUADRIDENTATA,,,,,,,,,,,,,
314020103,CAVOLINA TRIDENTATA,,,,,,,,,,,,,
314020104,CAVOLINA TRISPINOSA,,,,,,,,,,,,,
314020000,CAVOLINIDAE,,,,,,,,,,,,,
979000000,CELASTRALES,,,,,,,,,,,,,
642050000,CELIEPORIDAE,,,,,,,,,,,,,
742000000,CENTRALES,,,,,,,,,,,,,
170690000,CENTRARCHIDAE,sunfishes,,,,,,,,,,,,
151030000,CENTRISCIDAE,razorfishes,,,,,,,,,,,,
131011100,CENTROBRANCHUS,,,,,,,,,,,,,
131011102,CENTROBRANCHUS CHOEROCEPHALUS,,,,,,,,,,,,,
131011101,CENTROBRANCHUS NIGROOCELLATUS,pez linterna ojinegro,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Centrobranchus,nigroocellatus,mesopelagic,,p,,p
170750000,CENTROLOPHIDAE,medusafishes,,,,,,,,,,,,
109010300,CENTROPHORUS,gulper sharks,,,,,,,,,,,,
109010304,CENTROPHORUS ACUS,needle dogfish,,,,,,,,,4.1,,,
109010301,CENTROPHORUS GRANULOSUS,gulper shark,Animalia,Chordata,Chondrichthyes,Squaliformes,Centrophoridae,Centrophorus,granulosus,demersal; slope,4.1,,d,d
109010302,CENTROPHORUS SQUAMOSUS,leafscale gulper shark,,,,,,,,,,,,
109010303,CENTROPHORUS UYATO,little gulper shark,,,,,,,,,,,,
170010000,CENTROPOMIDAE,snooks,,,,,,,,,,,,
170010200,CENTROPOMUS,robalos,,,,,,,,,,,,
170010203,CENTROPOMUS CONSTANTINUS,,,,,,,,,,,,,
170010201,CENTROPOMUS ENSIFERUS,swordspine snook,Animalia,Chordata,Actinopterygii,Perciformes,Centropomidae,Centropomus,ensiferus,bay and nearshore; beach and shoreline; estuarine,,,,
170010204,CENTROPOMUS PARALLELUS,fat snook,Animalia,Chordata,Actinopterygii,Perciformes,Centropomidae,Centropomus,parallelus,bay and nearshore; beach and shoreline; estuarine,4.2,,,
170010205,CENTROPOMUS PECTINATUS,tarpon snook,Animalia,Chordata,Actinopterygii,Perciformes,Centropomidae,Centropomus,pectinatus,bay and nearshore; beach and shoreline; estuarine,4,,,
170010206,CENTROPOMUS UNDECIMALIS,common snook,Animalia,Chordata,Actinopterygii,Perciformes,Centropomidae,Centropomus,undecimalis,bay and nearshore; beach and shoreline; estuarine,4.4,,,
170010202,CENTROPOMUS UNIONENSIS,humpback snook,,,,,,,,,,,,
170024800,CENTROPRISTIS,black sea basses,,,,,,,,,,,,
170024807,CENTROPRISTIS FUSCULUS,,,,,,,,,,,,,
170024802,CENTROPRISTIS MELANUS,,,,,,,,,,,,,
170024804,CENTROPRISTIS OCYURA,,,,,,,,,,,,,
170024805,CENTROPRISTIS PHILADELPHICUS,Rock Sea bass,,,,,,,,,,p,,p
170024806,CENTROPRISTIS STRIATUS,black sea bass,,,,,,,,,,,,
170290300,CENTROPYGE,,,,,,,,,,,,,
170290301,CENTROPYGE ARGI,cherubfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,argi,demersal; coral reef,2,,d,d
109010400,CENTROSCYLLIUM,combtooth dogfish,,,,,,,,,,,,
109010401,CENTROSCYLLIUM FABRICII,black dogfish,,,,,,,,,,,,
109011900,CENTROSCYMNUS,velvet dogfish,,,,,,,,,,,,
109011901,CENTROSCYMNUS COELOLEPIS,Portuguese dogfish,Animalia,Chordata,Chondrichthyes,Squaliformes,Somniosidae,Centroscymnus,coelolepis,demersal; slope,,,d,d
109011902,CENTROSCYMNUS OWSTONI,,,,,,,,,,,,,
967000000,CENTROSPERMAE,,,,,,,,,,,,,
693010200,CENTROSTEPHANUS,,,,,,,,,,,,,
693010201,CENTROSTEPHANUS LONGISPINOSUS_RUBRICING,,,,,,,,,,,,,
311000000,CEPHALASPIDEA,,,,,,,,,,,,,
593000000,CEPHALODISCIDA,,,,,,,,,,,,,
170020400,CEPHALOPHOLIS,,,,,,,,,,,,,
170020402,CEPHALOPHOLIS ACANTHISTIUS,,,,,,,,,,,,,
170020401,CEPHALOPHOLIS CRUENTATA,graysby,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Cephalopholis,cruentata,demersal; hard substrate; seagrass,4.2,,d,d
170020403,CEPHALOPHOLIS FULVA,coney,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Cephalopholis,fulva,demersal; coral reef,4.1,,d,d
319270100,CEPHALOPHYGE,,,,,,,,,,,,,
340000000,CEPHALOPODA,octopuses,,,,,,,,,,,,
691060600,CERAMASTER,,,,,,,,,,,,,
691060601,CERAMASTER GRENADENSIS,,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,grenadensis,soft substrate,,,,
789010000,CERAMIACEAE,,,,,,,,,,,,,
789000000,CERAMIALES,,,,,,,,,,,,,
335290600,CERASTODERMA,,,,,,,,,,,,,
335290601,CERASTODERMA PINNULATUM,northern dwarf cockle,,,,,,,,,,,,
767070000,CERATIACEAE,,,,,,,,,,,,,
195130100,CERATIAS,,,,,,,,,,,,,
195130101,CERATIAS HOLBOELLI,deepsea angler,,,,,,,,,,,,
195130000,CERATIIDAE,deepsea anglerfishes,,,,,,,,,,,,
999030001,CERATIOIDEA,,,,,,,,,,,,,
999010200,CERATIOIDEI,,,,,,,,,,,,,
335100300,CERATOBORNIA,,,,,,,,,,,,,
767090000,CERATOCORYACEAE,,,,,,,,,,,,,
619300100,CERATOISIS,,,,,,,,,,,,,
619300101,CERATOISIS FLEXIBILIS,,,,,,,,,,,,,
338040000,CERATOMYIDAE,,,,,,,,,,,,,
338050000,CERATOMYOPSIDAE,,,,,,,,,,,,,
687060000,CERATOPOGONIDAE,biting midges,,,,,,,,,,,,
131010900,CERATOSCOPELUS,,,,,,,,,,,,,
131010902,CERATOSCOPELUS MADERENSIS,horned lanternfish,,,,,,,,,,,,
131010901,CERATOSCOPELUS TOWNSENDI,dogtooth lampfish,,,,,,,,,,,,
131010903,CERATOSCOPELUS WARMINGI,,,,,,,,,,,,,
303040200,CERATOZONA,,,,,,,,,,,,,
303040201,CERATOZONA SQUALIDA,eastern surf chiton,Animalia,Mollusca,Polyplacophora,Neoloricata,Mopaliidae,Ceratozona,squalida,benthic; epibiotic; rocky intertidal,,,,
619050000,CERIANTHIDAE,,,,,,,,,,,,,
619050100,CERIANTHUS,,,,,,,,,,,,,
322130000,CERIIDAE,,,,,,,,,,,,,
307440100,CERITHIDEA,,,,,,,,,,,,,
307440101,CERITHIDEA COSTATA,costate hornsnail,Animalia,Mollusca,Gastropoda,,Potamididae,Cerithidea,costata,benthic; detritivore; estuarine (used only for species that prefer brackish or freshwater); mangrove swamp,,,,
307440104,CERITHIDEA PLICULOSA,plicate hornsnail,Animalia,Mollusca,Gastropoda,,Potamididae,Cerithidea,pliculosa,benthic; detritivore; seagrass; salt marsh,,,,
307440106,CERITHIDEA SCALARIFORMIS,ladder hornsnail,Animalia,Mollusca,Gastropoda,,Potamididae,Cerithidea,scalariformis,benthic; detritivore; estuarine (used only for species that prefer brackish or freshwater),,,,
307460000,CERITHIIDAE,,,,,,,,,,,,,
307470000,CERITHIOPSIDAE,,,,,,,,,,,,,
307460300,CERITHIUM,,,,,,,,,,,,,
307460301,CERITHIUM ALGICOLA,,,,,,,,,,,,,
307460303,CERITHIUM ATRATUM,dark cerith,Animalia,Mollusca,Gastropoda,,Cerithiidae,Cerithium,atratum,"benthic; grazer; seagrass; soft substrate (muds, sands, clays)",,,,
307460309,CERITHIUM BIMINIENSE,,,,,,,,,,,,,
307460310,CERITHIUM CHARA,,,,,,,,,,,,,
307460302,CERITHIUM EBURNEUM,ivory cerith,Animalia,Mollusca,Gastropoda,,Cerithiidae,Cerithium,eburneum,"benthic; grazer; seagrass; soft substrate (muds, sands, clays)",,,,
307460307,CERITHIUM GUINAICUM,Guinea cerith,Animalia,Mollusca,Gastropoda,,Cerithiidae,Cerithium,guinaicum,benthic; coral reef; grazer; offshore banks in northern Gulf of Mexico,,,,
307460304,CERITHIUM LITERATUM,,,,,,,,,,,,,
307460308,CERITHIUM LUTOSUM,variable cerith,Animalia,Mollusca,Gastropoda,,Cerithiidae,Cerithium,lutosum,"benthic; grazer; soft substrate (muds, sands, clays); seagrass",,,,
307460311,CERITHIUM LYMANI,,,,,,,,,,,,,
307460305,CERITHIUM MUSCARUM,flyspeck cerith,Animalia,Mollusca,Gastropoda,,Cerithiidae,Cerithium,muscarum,"benthic; grazer; soft substrate (muds, sands, clays)",,,,
307460306,CERITHIUM VARIABILE,,,,,,,,,,,,,
307470100,CERITHOPSIS,,,,,,,,,,,,,
307470113,CERITHOPSIS BICOLOR,,,,,,,,,,,,,
307470101,CERITHOPSIS CARPENTERI,,,,,,,,,,,,,
307470102,CERITHOPSIS CRYSTALLINUM,,,,,,,,,,,,,
307470104,CERITHOPSIS EMERSONI,,,,,,,,,,,,,
307470114,CERITHOPSIS FUSIFORME,,,,,,,,,,,,,
307470109,CERITHOPSIS GEORGIANUM,,,,,,,,,,,,,
307470103,CERITHOPSIS GREENI,,,,,,,,,,,,,
307470111,CERITHOPSIS LATUM,,,,,,,,,,,,,
307470106,CERITHOPSIS MARTENSII,,,,,,,,,,,,,
307470108,CERITHOPSIS PULCHELLUM,,,,,,,,,,,,,
307470112,CERITHOPSIS PUPA,,,,,,,,,,,,,
307470110,CERITHOPSIS RUGULOSUM,,,,,,,,,,,,,
307470105,CERITHOPSIS SIGSBEANUM,,,,,,,,,,,,,
307470107,CERITHOPSIS TUBERCULARIS-FLORIDANA,,,,,,,,,,,,,
308180200,CERODRILLIA,,,,,,,,,,,,,
308180203,CERODRILLIA CERVINA,,,,,,,,,,,,,
308180204,CERODRILLIA HENDERSONI,,,,,,,,,,,,,
308180201,CERODRILLIA PERRYAE,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Cerodrillia,perryae,"benthic; carnivore (includes scavengers); soft substrate (muds, sands, clays)",,,,
308180205,CERODRILLIA SCHRODERI,,,,,,,,,,,,,
308180206,CERODRILLIA SIMPSONI,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Cerodrillia,simpsoni,benthic; carnivore (includes scavengers),,,,
308180202,CERODRILLIA THEA,tea drillia,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Cerodrillia,thea,"benthic; carnivore (includes scavengers); offshore banks in northern Gulf of Mexico; soft substrate (muds, sands, clays)",,,,
308180207,CERODRILLIA VERRILLI,,,,,,,,,,,,,
308180208,CERODRILLIA WILLIAMI,,,,,,,,,,,,,
229190100,CERVIMUNIDA,,,,,,,,,,,,,
629000000,CESTODARIA,,,,,,,,,,,,,
630000000,CESTODES,,,,,,,,,,,,,
628000000,CESTOIDEA,t�nia,,,,,,,,,,,,
229051700,CESTOPAGURUS,,,,,,,,,,,,,
229051701,CESTOPAGURUS LINEATUS,,,,,,,,,,,,,
421000000,CETACEA,cetaceans,,,,,,,,,,,,
121060400,CETENGRAULIS,anchovetas,,,,,,,,,,,,
121060401,CETENGRAULIS EDENTULUS,Atlantic anchoveta,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Cetengraulis,edentulus,neritic; bay and nearshore; beach and shoreline; estuarine,,,,
121060402,CETENGRAULIS MYSTICETUS,anchoveta,,,,,,,,,,,,
339010100,CETOCONCHA,,,,,,,,,,,,,
339010101,CETOCONCHA BULLA,,Animalia,Mollusca,Bivalvia,Pholadomyoida,Poromyidae,Cetoconcha,bulla,benthic; infaunal,,,,
339010102,CETOCONCHA MARGARITA,,Animalia,Mollusca,Bivalvia,Pholadomyoida,Poromyidae,Cetoconcha,margarita,benthic; infaunal,,,,
132090000,CETOMIMIDAE,flabby whalefishes,,,,,,,,,,,,
132090100,CETOMIMUS,,,,,,,,,,,,,
132090101,CETOMIMUS GILLII,,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Cetomimidae,Cetomimus,gillii,mesopelagic; bathypelagic,,p,,p
339010200,CETOMYA,,,,,,,,,,,,,
148062200,CETONURUS,,,,,,,,,,,,,
